date,cases_new,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
2022-01-18,3245,274,3093,40704,388,636,15,2198,396,449,444,2033,312,159,290,444,816,604,324,289,202,86,24,0,22,7,17,297,0,45
2022-01-19,3229,239,2848,41074,457,643,18,2188,380,431,451,2095,243,167,264,451,840,621,337,297,158,64,21,0,1,0,1,415,0,40
2022-01-20,3764,522,3254,41568,514,741,26,2408,589,491,526,2388,343,178,313,526,903,683,447,355,220,91,32,0,2,1,14,378,2,117
2022-01-21,4046,489,2804,42800,672,711,26,2688,621,471,667,2525,354,175,296,667,1017,744,426,338,240,85,29,0,11,5,0,594,0,62
2022-01-22,4116,498,2858,44050,441,758,26,2635,697,556,510,2695,335,181,375,510,1053,800,461,381,242,78,15,0,3,3,2,365,7,61
2022-01-23,3856,492,2814,45078,532,757,18,2385,696,540,468,2500,332,158,382,468,1002,742,422,334,223,85,24,0,1,4,1,477,0,49
2022-01-24,3214,406,3116,45164,371,608,12,2015,579,403,462,2012,322,144,259,462,766,608,371,267,218,78,26,0,19,0,0,330,0,22
2022-01-25,4066,442,3559,45666,530,778,20,2506,762,547,588,2594,321,183,364,588,1001,766,486,341,229,75,17,0,4,3,0,452,0,71
2022-01-26,4744,429,3646,46752,632,947,27,2923,847,624,634,3160,302,178,446,634,1237,988,572,363,195,82,25,0,5,5,5,459,0,158
2022-01-27,5439,332,4409,47771,1014,977,34,3440,988,679,957,3450,331,223,456,957,1529,959,578,384,217,88,26,0,4,7,6,920,0,77
2022-01-28,5522,373,3285,49995,632,1172,22,3269,1059,810,592,3758,346,240,570,592,1689,1116,603,350,222,92,32,0,0,3,5,381,0,243
2022-01-29,5139,226,3767,51358,474,1041,29,2996,1073,737,591,3434,342,213,524,591,1485,1054,545,350,233,81,28,0,0,0,2,342,3,127
2022-01-30,4915,188,3056,53209,530,1020,31,2801,1063,704,545,3306,344,226,478,545,1409,1034,527,336,244,76,24,0,0,7,14,382,17,110
2022-01-31,4774,152,3232,54743,483,1026,27,2610,1111,749,539,3134,327,213,536,539,1296,957,543,338,231,80,16,0,0,17,8,383,1,74
2022-02-01,5566,227,3187,57110,363,1159,19,3095,1293,824,530,3811,384,277,547,530,1632,1183,600,396,244,105,35,0,2,6,4,285,3,63
2022-02-02,5736,183,3196,59638,547,1169,24,3186,1357,801,497,4054,368,270,531,497,1717,1263,660,414,245,89,34,0,0,8,12,355,3,169
2022-02-03,5720,130,3968,61383,374,1122,34,3056,1508,847,488,3981,385,295,552,488,1614,1310,641,416,251,102,32,0,0,4,14,279,4,73
2022-02-04,7234,234,5254,63350,493,1388,35,3771,2040,973,581,5105,506,325,648,581,2106,1594,914,491,335,129,42,0,2,8,5,292,33,153
2022-02-05,9117,134,6546,65910,358,1754,34,4513,2816,1306,712,6393,644,424,882,712,2632,2056,1058,647,421,178,45,0,0,38,10,235,2,73
2022-02-06,10089,143,6460,69520,474,2025,31,4996,3037,1499,858,6938,778,533,966,858,2757,2276,1170,735,502,199,77,0,5,12,22,303,0,132
2022-02-07,11034,77,6036,74503,276,2142,43,5511,3338,1649,937,7591,852,573,1076,937,3091,2348,1287,865,545,222,85,0,1,15,4,161,1,94
2022-02-08,13944,153,5421,83006,347,2610,50,6791,4493,1968,1174,9578,1117,672,1296,1174,3930,2864,1691,1093,706,308,103,0,0,1,18,235,8,85
2022-02-09,17134,130,5681,94444,726,3228,64,8547,5295,2373,1581,11794,1329,829,1544,1581,4835,3571,2068,1320,849,360,120,0,0,36,35,524,1,130
2022-02-10,19090,134,5712,107798,413,3647,75,9216,6152,2687,1541,13392,1417,907,1780,1541,5412,4107,2290,1583,925,371,121,0,0,0,42,190,13,168
2022-02-11,20939,121,5807,122903,740,3868,105,10121,6845,2942,1836,14686,1455,978,1964,1836,6192,4291,2548,1655,949,386,120,0,6,10,22,449,15,238
2022-02-12,22802,94,5442,140234,658,4089,86,10838,7789,3027,1797,16321,1640,1076,1951,1797,6652,5108,2765,1796,1102,400,138,0,0,4,175,279,53,147
2022-02-13,21072,65,5724,155546,407,3832,92,9778,7370,2802,1608,15081,1526,980,1822,1608,6150,4550,2652,1729,1018,391,117,0,1,1,24,338,0,43
2022-02-14,21315,81,8517,168307,610,3804,95,10405,7011,2759,1594,15373,1557,990,1769,1594,6286,4647,2723,1717,1030,382,145,0,0,0,10,426,1,173
2022-02-15,22133,80,7584,182823,448,4008,101,10395,7629,3020,1611,15673,1731,1048,1972,1611,6095,4802,2930,1846,1126,452,153,0,0,0,16,372,3,57
2022-02-16,27831,118,7912,202699,1019,5105,159,12950,9617,3812,2177,19788,1984,1266,2546,2177,7874,6016,3622,2276,1273,542,169,7,0,0,8,724,141,139
2022-02-17,26701,132,11744,217613,757,5004,167,12315,9215,3736,2019,19004,1867,1253,2483,2019,7430,5825,3462,2287,1207,484,176,0,0,8,24,572,4,149
2022-02-18,27808,119,12488,232878,726,5016,226,12599,9967,3815,2143,19726,2069,1328,2487,2143,7666,6059,3653,2348,1370,542,157,0,0,0,28,625,8,65
2022-02-19,28825,91,18514,243144,536,5110,208,12809,10698,3912,2068,20581,2170,1407,2505,2068,8050,6387,3771,2373,1412,567,191,0,0,0,12,433,36,55
2022-02-20,26832,68,18459,251469,595,4710,228,11782,10112,3637,1828,19331,1972,1296,2341,1828,7593,5998,3497,2243,1223,554,195,0,0,0,26,449,17,103
2022-02-21,25099,85,17749,258776,275,4404,202,10950,9543,3375,1676,18041,1964,1210,2165,1676,6798,5647,3389,2207,1242,535,187,0,0,0,3,233,1,38
2022-02-22,27179,120,19037,266862,428,4843,265,11755,10316,3783,1765,19424,2125,1350,2433,1765,7402,6073,3634,2315,1373,568,184,0,0,0,13,337,2,76
2022-02-23,31199,119,20399,277607,629,5649,366,12930,12254,4389,2067,21944,2554,1595,2794,2067,8591,6838,3926,2589,1549,739,266,0,0,0,13,504,38,72
2022-02-24,32070,209,23332,286286,543,5123,391,13065,13491,4013,1911,23538,2553,1557,2456,1911,8445,7674,4581,2838,1692,620,241,0,0,21,96,317,9,100
2022-02-25,30644,257,22678,294201,525,5227,371,12267,12779,3934,1629,22540,2491,1552,2382,1629,8667,6968,4242,2663,1634,652,205,0,0,0,45,141,97,242
2022-02-26,27299,256,22710,298726,372,4614,415,10490,11780,3548,1462,19914,2296,1455,2093,1462,7455,6325,3808,2326,1428,646,222,0,0,20,40,246,22,44
2022-02-27,24466,246,22380,300748,270,4184,322,9224,10736,3232,1250,17716,2157,1345,1887,1250,6683,5575,3296,2162,1363,585,209,0,0,0,4,81,0,185
2022-02-28,23100,298,30624,293162,154,3700,417,8526,10457,2897,1188,16748,2178,1230,1667,1188,6042,5454,3191,2061,1321,636,221,0,0,11,5,66,4,68
2022-03-01,25854,448,25548,293390,484,4080,379,9411,11984,3205,1291,18785,2480,1350,1855,1291,7065,5942,3460,2318,1602,645,233,0,0,0,52,191,6,235
2022-03-02,27500,428,27557,293255,362,4424,481,9709,12886,3530,1300,19879,2688,1619,1911,1300,7385,6267,3767,2460,1690,748,250,0,0,0,54,106,19,183
2022-03-03,32467,413,27629,298014,472,4995,584,11500,15388,4139,1586,23662,2945,1833,2306,1586,9003,7569,4253,2837,1884,775,286,0,0,8,40,256,34,134
2022-03-04,33209,441,26352,304794,472,5188,618,10992,16411,4165,1517,24396,3044,1880,2285,1517,8977,7911,4498,3010,1865,863,316,0,0,6,27,264,20,155
2022-03-05,33406,342,27143,310979,394,4929,621,10850,17006,4011,1508,24815,3072,1800,2211,1508,9184,8120,4610,2901,1942,807,323,0,0,9,75,127,72,111
2022-03-06,27435,254,30335,308004,216,4082,524,8670,14159,3330,1110,20164,2692,1573,1757,1110,7310,6649,3766,2439,1622,757,313,0,0,0,9,57,5,145
2022-03-07,26856,211,30726,304057,487,3838,555,8792,13671,3198,1188,19679,2680,1537,1661,1188,7235,6369,3731,2344,1590,792,298,0,0,3,3,369,8,104
2022-03-08,31490,473,29035,306437,498,4436,657,9779,16618,3721,1327,23306,3048,1773,1948,1327,8820,7477,4253,2756,1840,869,339,0,0,10,34,345,0,109
2022-03-09,30246,418,26653,309940,327,4279,643,9094,16230,3513,1244,22251,3161,1719,1794,1244,8097,7236,4142,2776,1921,917,323,0,0,6,15,185,42,79
2022-03-10,30787,608,26457,314189,282,4447,666,9103,16571,3715,1293,22491,3092,1815,1900,1293,8125,7332,4174,2860,1851,905,336,0,0,1,14,153,18,96
2022-03-11,32800,541,24444,322470,309,4779,774,9105,18142,4045,1276,23961,3348,1966,2079,1276,8768,7782,4329,3082,2060,927,361,0,0,3,42,97,58,109
2022-03-12,26250,545,25089,323519,269,3568,708,7138,14836,3078,984,19372,2814,1511,1567,984,6951,6227,3712,2482,1724,788,302,0,0,3,42,97,58,109
2022-03-13,22535,361,25356,320609,163,3221,506,6045,12763,2735,836,16449,2436,1426,1309,836,5952,5363,3028,2106,1448,700,288,0,0,7,40,8,61,153
2022-03-14,22030,394,33872,308679,180,3133,549,5813,12535,2653,744,16293,2311,1380,1273,744,5818,5165,3167,2143,1339,677,295,0,0,3,7,56,10,104
2022-03-15,26534,691,31234,303906,340,3815,672,6590,15457,3308,1039,19292,2746,1671,1637,1039,6936,6295,3590,2471,1679,767,300,0,0,3,7,56,10,104
2022-03-16,28298,697,33009,299118,235,4378,746,7176,15998,3394,1079,20743,2894,1627,1767,1079,7429,6789,3923,2602,1762,783,349,0,0,0,40,227,12,61
2022-03-17,27004,719,29450,296604,447,3806,756,6332,16110,3211,914,19763,2838,1600,1611,914,6934,6514,3811,2504,1719,774,345,0,0,3,131,80,107,126
2022-03-18,24241,521,26615,294170,174,3327,692,5894,14328,2930,903,17754,2517,1482,1448,903,6227,5828,3363,2336,1488,726,303,0,0,5,37,74,2,56
2022-03-19,22341,524,33347,283101,324,3196,683,4986,13476,2783,842,16138,2300,1379,1404,842,5683,5395,3052,2008,1409,616,275,0,0,3,72,68,9,172
2022-03-20,19105,386,28250,273889,96,2694,578,4217,11616,2468,689,13991,1948,1269,1199,689,4915,4565,2618,1893,1189,508,251,0,0,2,28,47,2,17
2022-03-21,17828,407,28003,263660,56,2671,553,4104,10500,2357,709,12703,1900,1143,1214,709,4424,4118,2466,1695,1114,541,245,0,0,0,13,24,0,19
2022-03-22,21483,394,32561,252517,173,2972,723,4619,13169,2743,780,15613,2135,1296,1447,780,5509,5134,2982,1988,1242,591,302,0,0,0,44,83,1,45
2022-03-23,22491,382,26234,248726,106,3170,724,4696,13901,2779,791,16423,2282,1368,1411,791,5266,5515,3459,2183,1325,652,305,0,0,0,44,83,1,45
2022-03-24,24316,297,25512,247483,173,3035,862,5160,15259,2893,1051,17734,2411,1280,1613,1051,6016,5899,3545,2274,1435,695,281,0,0,0,52,15,0,39
2022-03-25,21839,287,22324,246959,38,3006,872,4724,13237,2911,1023,15464,2080,1236,1675,1023,5349,5039,3061,2015,1237,587,256,0,0,0,61,17,0,95
2022-03-26,20923,228,25467,242372,39,3028,906,4156,12833,2970,923,14765,2082,1312,1658,923,4938,4911,2958,1958,1244,586,252,0,0,0,16,16,0,6
2022-03-27,16863,238,26171,233019,30,2186,714,3388,10575,2403,757,12050,1647,1105,1298,757,4098,4035,2347,1570,992,461,194,0,0,0,7,18,0,14
2022-03-28,13336,189,25552,220780,51,2018,515,2508,8295,1851,496,9256,1465,861,990,496,3046,3064,1868,1278,839,438,188,0,0,0,11,19,0,21
2022-03-29,15215,250,24154,211837,47,2316,609,3084,9206,2171,642,10605,1545,970,1201,642,3545,3555,2125,1380,891,455,199,0,0,0,17,29,0,1
2022-03-30,15941,168,21186,206592,60,2301,692,3147,9801,2267,739,11186,1511,907,1360,739,3787,3797,2163,1439,939,405,167,0,0,0,45,12,0,3
